Key,Name,pos1_value,pos2_value,pos3_value,pos4_value,pos5_value
33,ember-spirit,0.015114578254509995,0.9663578742077036,0.008288639687957094,0.008288639687957094,0.0019502681618722574
34,enchantress,0.009202453987730062,0.011247443762781187,0.065439672801636,0.2995910020449898,0.614519427402863
35,enigma,0.03125,0.03125,0.80625,0.08125,0.05
36,faceless-void,0.9573400250941029,0.005018820577164366,0.020075282308657464,0.006273525721455458,0.011292346298619825
37,grimstroke,0.0,0.0,0.00851063829787234,0.4851063829787234,0.5063829787234042
38,gyrocopter,0.20588235294117646,0.0196078431372549,0.0196078431372549,0.39215686274509803,0.3627450980392157
39,hoodwink,0.0049504950495049506,0.024752475247524754,0.034653465346534656,0.7277227722772277,0.2079207920792079
40,huskar,0.08196721311475409,0.8313817330210773,0.06088992974238876,0.01639344262295082,0.00936768149882904
41,invoker,0.0,0.9159663865546218,0.0021008403361344537,0.0546218487394958,0.0273109243697479
42,io,0.023060796645702306,0.14465408805031446,0.029350104821802937,0.2389937106918239,0.5639412997903563
43,jakiro,0.002785515320334262,0.002785515320334262,0.025069637883008356,0.10027855153203342,0.8690807799442897
44,juggernaut,0.9846984698469847,0.0,0.0063006300630063005,0.0036003600360036,0.0054005400540054005
45,keeper-of-the-light,0.0027624309392265192,0.04788213627992634,0.02578268876611418,0.7108655616942909,0.212707182320442
46,kunkka,0.01875,0.73125,0.15625,0.0375,0.05625
47,legion-commander,0.07252124645892351,0.06572237960339944,0.8538243626062323,0.0050991501416430595,0.0028328611898017
48,leshrac,0.021739130434782608,0.8956521739130435,0.05652173913043478,0.017391304347826087,0.008695652173913044
49,lich,0.0009199632014719411,0.0018399264029438822,0.0,0.03403863845446182,0.9632014719411224
50,lifestealer,0.958041958041958,0.0,0.02097902097902098,0.0,0.02097902097902098
51,lina,0.0,0.6862745098039216,0.0196078431372549,0.2549019607843137,0.0392156862745098
52,lion,0.0036363636363636364,0.007272727272727273,0.0,0.48727272727272725,0.5018181818181818
53,lone-druid,0.22310756972111553,0.5976095617529881,0.16733067729083664,0.00796812749003984,0.00398406374501992
54,luna,0.8467153284671532,0.014598540145985401,0.021897810218978103,0.072992700729927,0.043795620437956206
55,lycan,0.23270440251572327,0.37735849056603776,0.36477987421383645,0.012578616352201259,0.012578616352201259
56,magnus,0.3584528176058686,0.1577192397465822,0.4554851617205735,0.012670890296765588,0.01567189063021007
57,marci,0.09655172413793103,0.17126436781609194,0.45517241379310347,0.15517241379310345,0.12183908045977011
58,mars,0.006944444444444444,0.06944444444444445,0.875,0.03125,0.017361111111111112
59,medusa,0.8317307692307693,0.022235576923076924,0.06610576923076923,0.025841346153846152,0.054086538461538464
60,meepo,0.3333333333333333,0.6142857142857143,0.023809523809523808,0.01904761904761905,0.009523809523809525
61,mirana,0.024230517354289455,0.07531106745252128,0.07858546168958742,0.564505566470203,0.25736738703339884
62,monkey-king,0.5934065934065934,0.15178571428571427,0.07142857142857142,0.14148351648351648,0.04189560439560439
63,morphling,0.9175627240143369,0.07048984468339307,0.0035842293906810036,0.0035842293906810036,0.0047789725209080045
64,muerta,0.7889546351084813,0.07297830374753451,0.0611439842209073,0.027613412228796843,0.04930966469428008
65,naga-siren,0.9579545454545455,0.006818181818181818,0.019318181818181818,0.00909090909090909,0.006818181818181818
66,natures-prophet,0.1981981981981982,0.07207207207207207,0.2072072072072072,0.27927927927927926,0.24324324324324326
67,necrophos,0.029411764705882353,0.5514705882352942,0.40808823529411764,0.007352941176470588,0.003676470588235294
68,night-stalker,0.05747126436781609,0.034482758620689655,0.8390804597701149,0.04597701149425287,0.022988505747126436
69,nyx-assassin,0.0041753653444676405,0.05323590814196242,0.09916492693110647,0.6899791231732777,0.1534446764091858
70,ogre-magi,0.0024330900243309003,0.014598540145985401,0.5498783454987834,0.08759124087591241,0.34549878345498786
71,omniknight,0.03644314868804665,0.30029154518950435,0.4518950437317784,0.037900874635568516,0.17346938775510204
72,oracle,0.0008984725965858042,0.006289308176100629,0.0071877807726864335,0.07906558849955077,0.9065588499550764
73,outworld-destroyer,0.0,0.9259259259259259,0.06878306878306878,0.005291005291005291,0.0
74,pangolier,0.008849557522123894,0.7984267453294002,0.176007866273353,0.01327433628318584,0.00344149459193707
75,phantom-assassin,0.9576719576719577,0.0,0.005291005291005291,0.021164021164021163,0.015873015873015872
76,phantom-lancer,0.988984088127295,0.0024479804161566705,0.0024479804161566705,0.0012239902080783353,0.004895960832313341
77,phoenix,0.0,0.016166281755196306,0.09699769053117784,0.3579676674364896,0.5288683602771362
78,primal-beast,0.0,0.3638968481375358,0.4813753581661891,0.12320916905444126,0.03151862464183381
79,puck,0.0015479876160990713,0.9891640866873065,0.006191950464396285,0.0015479876160990713,0.0015479876160990713
80,pudge,0.029548989113530325,0.04121306376360809,0.13763608087091758,0.5038880248833593,0.28771384136858474
81,pugna,0.0006389776357827476,0.05878594249201278,0.03642172523961661,0.33738019169329075,0.5667731629392971
82,queen-of-pain,0.0027839643652561247,0.9476614699331849,0.02060133630289532,0.013363028953229399,0.015590200445434299
83,razor,0.4262295081967213,0.06557377049180328,0.47540983606557374,0.03278688524590164,0.0
84,riki,0.5129533678756477,0.22625215889464595,0.17616580310880828,0.05008635578583765,0.03454231433506045
85,rubick,0.0009078529278256923,0.024965955515206535,0.008624602814344077,0.7444394008170676,0.22106218792555607
86,sand-king,0.0,0.06896551724137931,0.8448275862068966,0.06896551724137931,0.017241379310344827
87,shadow-demon,0.0,0.0045662100456621,0.0136986301369863,0.5753424657534246,0.4063926940639269
88,shadow-fiend,0.4470404984423676,0.5264797507788161,0.009345794392523364,0.010903426791277258,0.006230529595015576
89,shadow-shaman,0.012345679012345678,0.0,0.0,0.41975308641975306,0.5679012345679012
90,silencer,0.002886002886002886,0.012987012987012988,0.017316017316017316,0.20346320346320346,0.7633477633477633
91,skywrath-mage,0.0005714285714285715,0.011428571428571429,0.004571428571428572,0.7651428571428571,0.21828571428571428
92,slardar,0.04878048780487805,0.012195121951219513,0.9146341463414634,0.012195121951219513,0.012195121951219513
93,slark,0.9611197511664075,0.01088646967340591,0.00933125972006221,0.005702436495593572,0.012960082944530845
94,snapfire,0.023608768971332208,0.1399662731871838,0.25295109612141653,0.36593591905564926,0.2175379426644182
95,sniper,0.3333333333333333,0.6111111111111112,0.016666666666666666,0.022222222222222223,0.016666666666666666
96,spectre,0.99,0.0,0.0,0.0,0.01
97,spirit-breaker,0.0016891891891891893,0.06047297297297297,0.27466216216216216,0.47128378378378377,0.1918918918918919
98,storm-spirit,0.002751031636863824,0.9883081155433288,0.0034387895460797797,0.001375515818431912,0.0041265474552957355
99,sven,0.9668411867364747,0.0,0.010471204188481676,0.0034904013961605585,0.019197207678883072
100,techies,0.002327127659574468,0.011303191489361703,0.006981382978723404,0.613031914893617,0.3663563829787234
101,templar-assassin,0.5536723163841808,0.4406779661016949,0.0018832391713747645,0.0,0.003766478342749529
102,terrorblade,0.9769452449567724,0.0,0.0067243035542747355,0.007684918347742555,0.008645533141210375
103,tidehunter,0.0,0.0049261083743842365,0.9408866995073891,0.009852216748768473,0.04433497536945813
104,timbersaw,0.0194585448392555,0.31218274111675126,0.6556683587140439,0.005922165820642978,0.00676818950930626
105,tinker,0.010355029585798817,0.9260355029585798,0.011834319526627219,0.03994082840236687,0.011834319526627219
106,tiny,0.019662921348314606,0.547752808988764,0.05337078651685393,0.33146067415730335,0.047752808988764044
107,treant-protector,0.0,0.006756756756756757,0.02027027027027027,0.13513513513513514,0.8378378378378378
108,troll-warlord,0.8629032258064516,0.04838709677419355,0.03225806451612903,0.016129032258064516,0.04032258064516129
109,tusk,0.0056022408963585435,0.1568627450980392,0.07563025210084033,0.5434173669467787,0.2184873949579832
110,underlord,0.00723589001447178,0.020260492040520984,0.9623733719247467,0.005788712011577424,0.004341534008683068
111,undying,0.0009132420091324201,0.0009132420091324201,0.07671232876712329,0.06484018264840183,0.85662100456621
112,ursa,0.9563758389261745,0.016778523489932886,0.018456375838926176,0.003355704697986577,0.0050335570469798654
113,vengeful-spirit,0.01951219512195122,0.1008130081300813,0.16260162601626016,0.27479674796747966,0.44227642276422763
114,venomancer,0.006439742410303588,0.0068997240110395585,0.1812327506899724,0.16697332106715732,0.6384544618215271
115,viper,0.053763440860215055,0.3225806451612903,0.5053763440860215,0.07526881720430108,0.043010752688172046
116,visage,0.01540436456996149,0.14634146341463414,0.7894736842105263,0.03209242618741977,0.01668806161745828
117,void-spirit,0.08068561872909699,0.8265050167224081,0.07566889632107024,0.012123745819397994,0.005016722408026756
118,warlock,0.0,0.005988023952095809,0.0,0.029940119760479042,0.9640718562874252
119,weaver,0.5017421602787456,0.09059233449477352,0.13937282229965156,0.16376306620209058,0.10452961672473868
120,windranger,0.2870429762668377,0.2738935214881334,0.2841565105837075,0.11289288005131494,0.04201411161000641
121,winter-wyvern,0.03451043338683788,0.3162118780096308,0.38924558587479935,0.10112359550561797,0.15890850722311398
122,witch-doctor,0.003194888178913738,0.003194888178913738,0.1501597444089457,0.07667731629392971,0.7667731629392971
123,wraith-king,0.8651685393258427,0.0,0.07865168539325842,0.033707865168539325,0.02247191011235955
124,zeus,0.008620689655172414,0.7241379310344828,0.06465517241379311,0.11637931034482758,0.08620689655172414
